Filename,XPath,Suspicious Number,Context
bullardp.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[1]/did/unittitle, 1974-1975,(primarily 1974-1975)
burgovbl.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[23]/c04[3]/did/unittitle, 1959-1979,"Wayne, 1959-1979Municipal"
busadmin.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[1]/did/unittitle, 1924-1944,Alphabetical  (primarily 1924-1944)
busadmin.xml,/ead/archdesc/dsc/c01[2]/did/unittitle, 1960-1979,Floyd A. Bond and Successors Series  (primarily 1960-1979)
busadmin.xml,/ead/archdesc/dsc/c01[2]/c02[1]/did/unittitle, 1960-1979,Dean's Administrative  (primarily 1960-1979)
busadmin.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[16]/c04[2]/c05[13]/c06[2]/did/unittitle, 1978-1979,Conference (and Budget Projections through 1978-1979)
busadmin.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[1]/did/unittitle, 1961-1978,Committees  (primarily 1961-1978)
busadmin.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[2]/c04[1]/did/unittitle, 1963-1978,Administrative Staff  (primarily 1963-1978)
busadp.xml,/ead/archdesc/dsc/c01[1]/c02[9]/c03[1]/did/unittitle, 1924-1943,"<title render=""italic"">Alumni Bulletin 1924-1943</title>,"
busadp.xml,/ead/archdesc/dsc/c01[1]/c02[9]/c03[5]/did/unittitle, 1935-1993,"<title render=""italic"">Directory of Ph.D. Graduates 1935-1993</title>,"
busadp.xml,/ead/archdesc/dsc/c01[1]/c02[9]/c03[21]/did/unittitle, 1935-1987,"<title render=""italic"">Ph.D. Alumni Directory, 1935-1987</title>,"
busadp.xml,/ead/archdesc/dsc/c01[1]/c02[20]/c03[2]/did/unittitle, 1996-1999,"<title render=""italic"">The Global Blue</title>, 1996-1999(4 folders)"
busadp.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[3]/c04[3]/did/unittitle, 1992-1998,"<title render=""italic"">Honor Roll of Donors, 1992-1998</title>"
butleri.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[1]/did/unittitle, 1923-1925,Letters from Irene Butler to William Butler  (mainly 1923-1925)
butleri.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[2]/did/unittitle, 1923-1925,Letters from William Butler to Irene Butler  (mainly 1923-1925)
caasum.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03[13]/c04[1]/c05[7]/did/unittitle, 1987-1988,"National Conferences on South Africa and Apartheid, 1987-1988"
caasum.xml,/ead/archdesc/dsc/c01[3]/c02[10]/c03[118]/did/unittitle, 1971-1991,"Wagaw, Teshome, Publications, 1971-1991(3 folders)"
caasum.xml,/ead/archdesc/dsc/c01[4]/c02[1]/c03[18]/did/unittitle, 1962-1974,"Obika Gray: State Power and Formats of Opposition: Post Independence Jamaica, 1962-1974"
caasum.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[14]/did/unittitle, 1880-1930,"Neil Foley: The New South in the Southwest: Anglos, Blacks and Chicanos in Central Texas 1880-1930"
caasum.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[43]/did/unittitle, 1890-1920,"Nancy Mirabal: Extending the Taboo: Afro-Cubans in Ybor City, 1890-1920"
caasum.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[56]/did/unittitle, 1912-1913,"Claude Clegg: A Splendid type of colored American: Charles Young and the re-organization of the Liberian Frontier force under African-American leadership, 1912-1913"
caasum.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[66]/did/unittitle, 1824-1940,"Andrew L. Williams: Haitian legacies: African-American settlement and culture in the Dominican Republic, 1824-1940"
caasum.xml,/ead/archdesc/dsc/c01[4]/c02[4]/c03[72]/did/unittitle, 1935-1967,Angela D. Dillard: Religion and civil rights mobilizations in Detroit 1935-1967
caasum.xml,/ead/archdesc/dsc/c01[4]/c02[17]/c03[119]/did/unittitle, 1892-1904,"Judith A. Byfield: Women, Marriage, Divorce and the Emerging Colonial State in Abeokuta (Nigeria) 1892-1904"
cannellc.xml,/ead/archdesc/dsc/c01[3]/did/unittitle, 1970-1989,"Projects and Proposals Files , 1970-1989"
carpppub.xml,/ead/archdesc/did/unittitle, 1977-1993,"<unittitle encodinganalog=""245"">Career Planning and Placement (University of Michigan) publications, 1977-1993"
castagnacci.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[2]/did/unittitle, 1968-1995,"<title render=""italic""> Works: 1968-1995</title>,"
cauppub.xml,/ead/archdesc/dsc/c01[1]/c02[11]/c03/did/unittitle, 1876-1986,"<title render=""italic"">More than a Handsome Box: Education in Architecture at the University of Michigan, 1876-1986</title> by Nancy Ruth Bartlett,"
cauppub.xml,/ead/archdesc/dsc/c01[3]/c02[7]/c03/c04/did/unittitle, 1906-1956,"<title render=""italic"">College of Architecture and Design, 1906-1956</title>,  includes Program from Semicentennial Exercises"
ccsum.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[8]/c04[1]/did/unittitle, 1971-1979,Office  1971-19791981
ccsum.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[22]/did/unittitle, 1979-1980,"Project on East Asian Studies in Education (PEASE), 1979-1980."
ceplum.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[8]/did/unittitle, 2008-2011,"CEPL Sponsored Forums and Events, 2008-2011(includes DVD of Spotlight Theatre Troupe Skits)"
cew.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[1]/c04[3]/did/unittitle, 1964-1977,"<title render=""italic"">The University of Michigan Center for Continuing Education of Women, 1964-1977 A Report</title>"
cew.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[1]/c04[4]/did/unittitle, 1964-1984,"<title render=""italic"">The University of Michigan Center for Continuing Education of Women, 1964-1984 A Report</title>"
cew.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[1]/c04[5]/did/unittitle, 1986-1987,"<title render=""italic"">The University of Michigan Center for Continuing Education of Women 1986-1987 Annual Report</title>"
cew.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[1]/c04[7]/did/unittitle, 1964-1977,"Updates and Supplements to 1964-1977 <title render=""italic"">Report</title>,"
cew.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[7]/c04[4]/did/unittitle, 1985-1986,"Vivian Rogers' Planning Binder  (including budget and goals planning, staff meetings and notes, annual report preparation, and background documents from 1985-1986)"
cew.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[9]/c04[2]/did/unittitle, 1976-1985,January 1976-1985/86
cew.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03/c04[50]/did/unittitle, 1969-1974,"Evening Program, : May 1969-1974/75"
cew.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03/c04[101]/did/unittitle, 1966-1970,"Programs (By Academic Year), 1966-1970/71 and"
cew.xml,/ead/archdesc/dsc/c01[2]/c02[8]/c03[13]/c04[3]/did/unittitle, 1991-1993,Individual Responses to Open Ended Questions  (ca 1991-1993)
cewpub.xml,/ead/archdesc/dsc/c01[1]/c02[15]/c03[1]/c04[1]/did/unittitle, 1964-1994,"<title render=""italic"">Center for the Education of Women 30 Year Anniversary Report, 1964-1994</title>,"
cewpub.xml,/ead/archdesc/dsc/c01[1]/c02[15]/c03[1]/c04[3]/did/unittitle, 1964-1977,"<title render=""italic"">The University of Michigan Center for Continuing Education of Women, 1964-1977 A Report</title>,"
cewpub.xml,/ead/archdesc/dsc/c01[1]/c02[15]/c03[1]/c04[4]/did/unittitle, 1964-1984,"<title render=""italic"">The University of Michigan Center for Continuing Education of Women, 1964-1984 A Report</title>,"
cglas.xml,/ead/archdesc/dsc/c01[4]/c02[1]/c03[8]/did/unittitle, 1979-1971,"VIII.-Winter Operations 1979-1971, J. C. Ayers, N. W. O'Hara, W. L. Yocum"
cglas.xml,/ead/archdesc/dsc/c01[4]/c02[1]/c03[11]/did/unittitle, 1971-1972,"XI.-Winter Operations 1971-1972, J. C. Ayers, W. L. Yocum"
cglas.xml,/ead/archdesc/dsc/c01[4]/c02[1]/c03[13]/did/unittitle, 1972-1973,"XIV.-Winter Operations 1972-1973, J. C. Ayers, W. L. Yocum, E. Seibel"
cglas.xml,/ead/archdesc/dsc/c01[4]/c02[1]/c03[31]/did/unittitle, 1980-1982,"XXXII.-Entrainment of Phytoplankton at the Donald C. Cook Nuclear Plant, 1980-1982."
chaplins.xml,/ead/archdesc/dsc/c01[1]/c02[14]/c03[2]/c04[3]/did/unittitle, 1969-1970,"<title render=""italic"">Student Comments on the Core Curriculum and the Residential College 1969-1970</title>,"
chemengp.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03[1]/did/unittitle, 1898-2002,"<title render=""italic"">A Century of Chemical Engineering at the University of Michigan: A Miscellany of Contributions From Historical Documents, Students, Alumni, Staff, Faculty, and Friends, 1898-2002</title>, compiled by James O. Wilkes,"
chholysp.xml,/ead/archdesc/dsc/c01[4]/c02[3]/did/unittitle, 1995-1999,Parish Statistical Reports (covering multiple years  1995-1999)
choffman.xml,/ead/archdesc/dsc/c01[11]/c02[3]/c03[6]/c04[5]/c05[8]/c06[1]/did/unittitle, 1950-1953,"Minutes, 1950-1953"
churchm.xml,/ead/archdesc/dsc/c01[7]/c02[2]/c03[1]/did/unittitle, 1948-1965,"Annual Report, 1948-1965"
cianciol.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[13]/did/unittitle, 1983-1988,"Trotter House, Financial, 1983-1988l"
civilenp.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03[9]/did/unittitle, 1950-1970,"<title render=""italic"">The Department of Civil Engineering from 1950-1970</title>,"
cmenas.xml,/ead/archdesc/dsc/c01[4]/c02[2]/c03[14]/c04[1]/c05[5]/did/unittitle, 1986-1919,"Salman Jayyusi, 1986-191990"
cmenas.xml,/ead/archdesc/dsc/c01[9]/c02[10]/did/unittitle, 1991-1919,"Travel, 1991-191993"
coepub.xml,/ead/archdesc/dsc/c01[1]/c02[23]/c03[7]/did/unittitle, 1987-1988,"<title render=""italic"">The University of Michigan--GM Advanced Engineering Staff Project Proposals for 1987-1988</title>,"
coepub.xml,/ead/archdesc/dsc/c01[2]/c02[9]/c03/c04/did/unittitle, 1996-1997,"<title render=""italic"">Graduate Student Handbook 1996-1997</title>,"
coepub.xml,/ead/archdesc/dsc/c01[2]/c02[27]/c03[1]/c04[5]/c05[1]/did/unittitle, 1983-1985,"<title render=""italic"">Comprehensive Development Plan, 1983-1985</title>,"
coepub.xml,/ead/archdesc/dsc/c01[2]/c02[61]/c03[1]/c04[1]/did/unittitle, 1984-1987,"<title render=""italic"">Three Year Report, 1984-1987</title>,"
coepub.xml,/ead/archdesc/dsc/c01[2]/c02[61]/c03[1]/c04[5]/did/unittitle, 1992-1995,"<title render=""italic"">Strategy 2000 Engineering Diversty for the 21st Century, Four-Year Report, 1992-1995</title>,"
coepub.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[2]/c04/did/unittitle, 1853-1953,"<title render=""italic"">Citations: 1853-1953 Centennial of Engineering</title>,"
cohencrl.xml,/ead/archdesc/dsc/c01[5]/c02[1]/c03[6]/c04[13]/did/unittitle, 1996-1997,"<title render=""italic"">Race in University of Michigan Admissions</title> 1996-1997"
cohencrl.xml,/ead/archdesc/dsc/c01[6]/c02[1]/c03[56]/did/unittitle, 1899-1924,"<bibref>Introduction to <title render=""italic"">John Dewey, The Middle Works, 1899-1924</title>, <imprint>Volume 15: 1923-1924, J.A. Boydston, ed., So. Illinois University Press, Carbondale, 1983</imprint></bibref>"
cohencrl.xml,/ead/archdesc/dsc/c01[6]/c02[1]/c03[56]/did/unittitle, 1923-1924,"<bibref>Introduction to <title render=""italic"">John Dewey, The Middle Works, 1899-1924</title>, <imprint>Volume 15: 1923-1924, J.A. Boydston, ed., So. Illinois University Press, Carbondale, 1983</imprint></bibref>"
cohencrl.xml,/ead/archdesc/dsc/c01[6]/c02[2]/c03[18]/did/unittitle, 1985-1986,"<bibref>""John Dewey, The League of Nations, and War"" in the <title render=""italic"">Proceedings</title> <imprint>of the Association for the Philosophy of Education, Winter, 1985-1986</imprint></bibref>"
coledavd.xml,/ead/archdesc/dsc/c01[1]/c02[3]/c03[1]/c04[8]/did/unittitle, 1975-1989,notes (includes list of seminar themes from 1975-1989)
coledavd.xml,/ead/archdesc/dsc/c01[3]/c02[2]/c03[11]/c04[3]/did/unittitle, 19972002,"Invest in France Agency, 19972002"
colemanc.xml,/ead/archdesc/dsc/c01[1]/c02[33]/did/unittitle, 1945-1953,"Deconcentration and decartelization in West Germany, 1945-1953 by J.F.J. Gillen"
collerfp.xml,/ead/archdesc/did/unittitle, 1924-1955,"<unittitle encodinganalog=""245"">Frederick A. Coller reprints of articles on medical subjects, 1924-1955"
collerfp.xml,/ead/archdesc/dsc/c01/c02[40]/did/unittitle, 1885-1949,"<bibref><title render=""italic"">Max Minor Peet, 1885-1949</title>. (<title render=""underline"">Transactions of the American Surgical Association</title>, <imprint> <date type=""publication"">, 1949</date>)</imprint></bibref>"
collerfp.xml,/ead/archdesc/dsc/c01/c02[68]/did/unittitle, 1869-1940,"<bibref><title render=""italic"">Richard Root Smith, 1869-1940</title>. (<title render=""underline"">Bulletin, American College of Surgeons</title>, <imprint> <date type=""publication"">June, 1940</date>)</imprint></bibref>"
communic.xml,/ead/archdesc/dsc/c01[7]/c02[1]/c03[8]/did/unittitle, 1980-1981,(primarily 1980-1981)
compcenp.xml,/ead/archdesc/did/unittitle, 1965-1999,"<unittitle encodinganalog=""245"">Computing Center (University of Michigan) publications, 1965-1999"
compcenp.xml,/ead/archdesc/dsc/c01[1]/c02[11]/c03[2]/did/unittitle, 1982-1985,"<title render=""italic"">The University of Michigan Computing Center Three-Year Plan: 1982-1985</title>,"
copehelg.xml,/ead/archdesc/dsc/c01/c02[3]/did/unittitle, 1804-1987,"James Jones Family of Meade, Michigan, 1804-1987, booklet by H. G. Cope, updated"
counserv.xml,/ead/archdesc/dsc/c01[3]/c02[7]/did/unittitle, 1968-1969,"<title render=""italic"">Handicapped Student Program 1968-1969</title>,"
cowleshc.xml,/ead/archdesc/dsc/c01[6]/c02[3]/did/unittitle, 1910-1911,Evaporation averages 1910-1911
cranecar.xml,/ead/archdesc/dsc/c01[1]/c02[4]/c03[2]/did/unittitle, 1896-1897,"Condensed Program, Calendar of Meetings, 1896-1897"
cranehh.xml,/ead/archdesc/dsc/c01[1]/did/unittitle, 1938-1958,"Correspondence, 1938-1958"
cranehh.xml,/ead/archdesc/dsc/c01[1]/c02[3]/c03[6]/did/unittitle, 1948-1952,"Crane, Henry H., 1948-1952"
cranehh.xml,/ead/archdesc/dsc/c01[1]/c02[3]/c03[7]/did/unittitle, 1953-1955,"Crane, Henry H., 1953-1955"
cranehh.xml,/ead/archdesc/dsc/c01[1]/c02[14]/c03[2]/did/unittitle, 1939-1958,"Oxnam, G. Bromley, 1939-1958 (3 folders)"
cranehh.xml,/ead/archdesc/dsc/c01[1]/c02[15]/c03[3]/did/unittitle, 1939-1945,"Phillips, John M, 1939-1945"
cranehh.xml,/ead/archdesc/dsc/c01[1]/c02[15]/c03[4]/did/unittitle, 1945-1958,"Phillips (John M.) family, 1945-1958 (2 folders)"
cranehh.xml,/ead/archdesc/dsc/c01[1]/c02[15]/c03[6]/did/unittitle, 1946-1958,"Price, Bill and Helen, 1946-1958 (2 folders)"
cranehh.xml,/ead/archdesc/dsc/c01[1]/c02[16]/c03[2]/did/unittitle, 1939-1958,"Reisner, Ensworth, 1939-1958 (2 folders)"
cranehh.xml,/ead/archdesc/dsc/c01[1]/c02[16]/c03[4]/did/unittitle, 1952-1954,"Rosenberg case, 1952-1954"
cranehh.xml,/ead/archdesc/dsc/c01[1]/c02[16]/c03[5]/did/unittitle, 1939-1958,"Round Table of Christians and Jews, 1939-1958"
cranehh.xml,/ead/archdesc/dsc/c01[1]/c02[17]/c03[3]/did/unittitle, 1943-1957,"Safran, John (and family), 1943-1957 (2 folders)"
cranehh.xml,/ead/archdesc/dsc/c01[1]/c02[20]/c03[2]/did/unittitle, 1940-1958,"Vandercook, Del C., 1940-1958 (3 folders)"
cranevw.xml,/ead/archdesc/dsc/c01[2]/c02[15]/did/unittitle, 1969-1973,Clippings  and 1969-1973concerning Benjamin Franklin
cranevw.xml,/ead/archdesc/dsc/c01[4]/c02[12]/did/unittitle, 1929-1930,"Dictionary of American Biography, 1929-19301932 Edward McCrady, Jr., Henry Woodward, Arthur L. Cross"
cranevw.xml,/ead/archdesc/dsc/c01[4]/c02[28]/did/unittitle, 1929-1959,"Reviews, 1929-1959by Verner W. Crane"
crislerh.xml,/ead/archdesc/dsc/c01[5]/did/unittitle, 1923-1947,"Football Material, 1923-1947"
crumpjen.xml,/ead/archdesc/dsc/c01[2]/c02[2]/c03[3]/did/unittitle, 1969-1977,"Medical care in Washtenaw County, clippings, 1969-19773"
cssmith.xml,/ead/archdesc/dsc/c01[1]/c02[3]/did/unittitle, 1921-1923,"Stenographer's notepads of correspondence and other writings, 1921-1923 (2 folders)"
darmich.xml,/ead/archdesc/dsc/c01[10]/c02[14]/did/unittitle, 1988-2000,"<title render=""italic"">Historical and Genealogical Record of Michigan DAR, 1988-2000</title>"
davisjl.xml,/ead/archdesc/dsc/c01[3]/c02[1]/did/unittitle, 1927-1930,"<title render=""italic"">Essays on Contemporary Letters, 1927-1930</title>"
dawsonro.xml,/ead/archdesc/did/unittitle, 1918-1920,"<unittitle encodinganalog=""245"">In Bolshevik hands, 1918-1920"
dawsonro.xml,/ead/archdesc/dsc/c01/did/unittitle, 1918-1920,"In Bolshevik hands, 1918-1920"
dedijer.xml,/ead/archdesc/dsc/c01[6]/c02[2]/c03[4]/c04[1]/c05[3]/c06[3]/did/unittitle, 1916-1917,"<title render=""italic"">Uprising in Toplica in 1916-1917 and General Kosta Pecanac</title>,"
dedijer.xml,/ead/archdesc/dsc/c01[7]/c02[2]/c03[2]/c04[2]/did/unittitle, 1954-1960,"<title render=""italic"">Memoirs, 1954-1960</title>"
dedijer.xml,/ead/archdesc/dsc/c01[10]/c02[1]/c03[3]/did/unittitle, 1941-1944,"Dedijer, Vladimir. <title render=""italic"">Dnevnik: 1941-1944</title>,"
dejong.xml,/ead/archdesc/dsc/c01[3]/c02[17]/c03[1]/did/unittitle, 1949-1963,"Budgets, 1949-1963/64 (scattered)"
dentpub.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03[3]/did/unittitle, 1875-1925,"<title render=""italic"">History of College of Dental Surgery, University of Michigan, 1875-1925</title>"
dentpub.xml,/ead/archdesc/dsc/c01[1]/c02[10]/c03[3]/did/unittitle, 20092010,Commencement Programs  20092010
dentresi.xml,/ead/archdesc/dsc/c01[5]/c02/c03[2]/c04[7]/did/unittitle, 1967-1971,"<title render=""italic"">Summary Report, 1967-1971</title>,"
dentresi.xml,/ead/archdesc/dsc/c01[5]/c02/c03[2]/c04[8]/did/unittitle, 1971-1972,"<title render=""italic"">Summary Report, 1971-1972</title>,"
dentresi.xml,/ead/archdesc/dsc/c01[5]/c02/c03[2]/c04[12]/did/unittitle, 1975-1976,"<title render=""italic"">Annual Progress Report, 1975-1976</title>"
dentresi.xml,/ead/archdesc/dsc/c01[5]/c02/c03[2]/c04[13]/did/unittitle, 1977-1989,"<title render=""italic"">Annual Report, 1977-1989</title>"
dentsch.xml,/ead/archdesc/dsc/c01[1]/c02[1]/c03[6]/c04[4]/did/unittitle, 1873-1895,"Ledger from Dr. James, 1873-1895"
dentsch.xml,/ead/archdesc/dsc/c01[2]/c02[1]/c03[3]/c04[1]/c05[1]/c06[11]/did/unittitle, 1935-1950,"Universities, 1935-1950"
dentsch.xml,/ead/archdesc/dsc/c01[2]/c02[3]/c03[2]/c04[32]/did/unittitle, 1985-1987,"Radiation Policy Committee, 1985-1987'"
deptotop.xml,/ead/archdesc/dsc/c01/c02[1]/c03[1]/c04[3]/did/unittitle, 1963-1988,"<title render=""italic"">Twenty-Fifth Anniversary Annual Report: 1963-1988</title>,"
deptpharp.xml,/ead/archdesc/dsc/c01/c02[3]/c03/did/unittitle, 1891-1991,"<title render=""italic"">One Hundred Years of Pharmacology: Centennial 1891-1991</title>, by Henry H. Swain,"
dethmerp.xml,/ead/archdesc/dsc/c01/c02[32]/did/unittitle, 1957-1960,"Miscellaneous, ca.. 1957-1960"
detobs.xml,/ead/archdesc/dsc/c01[4]/c02[1]/c03[1]/c04[9]/c05[3]/did/unittitle, 1884-1887,Miscellaneous (mainly 1884-1887)
detobs.xml,/ead/archdesc/dsc/c01[5]/c02[1]/c03[7]/did/unittitle, 1839-1919,"Jones, Bessie Zaban and Lyle Gifford Boyd. <title render=""italic"">The Harvard College Observatory: the First Four Directorships, 1839-1919</title>."
donahuew.xml,/ead/archdesc/dsc/c01[2]/c02[5]/did/unittitle, 1964-1968,Michigan Commission on Aging  (primarily 1964-1968)
donahuew.xml,/ead/archdesc/dsc/c01[3]/did/unittitle, 1958-1967,Research Projects  (Primarily 1958-1967)
dpgmed.xml,/ead/archdesc/dsc/c01[2]/c02[22]/c03/did/unittitle, 1932-1944,Committee on Postgraduate Medical Education  (see Historical/Reference Files for 1932-1944)
dpgmed.xml,/ead/archdesc/dsc/c01[3]/c02[3]/c03[5]/c04[21]/did/unittitle, 1979-1985,"Radiology, 1979-1985"
dpgmed.xml,/ead/archdesc/dsc/c01[6]/c02/did/unittitle, 1953-1964,"Television Committee, 1953-1964/65"
drda.xml,/ead/archdesc/dsc/c01[7]/c02[14]/c03[4]/c04[3]/did/unittitle, 1920-1953,"White, Albert E. (Director 1920-1953)"
drda.xml,/ead/archdesc/dsc/c01[7]/c02[21]/c03[5]/c04[1]/did/unittitle, 19561958,"Reports, 19561958"
drda.xml,/ead/archdesc/dsc/c01[8]/c02[1]/c03[1]/c04[4]/c05[1]/did/unittitle, 1959-1964,"Sawyer, Ralph A. (V-P 1959-1964)"
drda.xml,/ead/archdesc/dsc/c01[8]/c02[1]/c03[1]/c04[4]/c05[2]/did/unittitle, 1964-1972,"Norman, Arthur G. (V-P 1964-1972)"
dsigmad.xml,/ead/archdesc/dsc/c01[1]/c02[1]/did/unittitle, 1882-1946,"<title render=""italic"">History of Delta Sigma Delta Fraternity, 1882-1946</title>"
duderst.xml,/ead/archdesc/dsc/c01[1]/c02[2]/c03[6]/c04[1]/did/unittitle, 1989-1990,Major Presentations for 1989-1990 and List of Talks
duderst.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03[7]/did/unittitle, 1987-1994,"<title render=""italic"">The Michigan Mandate: A Seven-Year Progress Report, 1987-1994</title>,"
duderst.xml,/ead/archdesc/dsc/c01[1]/c02[5]/c03[12]/did/unittitle, 1986-1996,"<title render=""italic"">A Growing season: A Report from the President, The University of Michigan, 1986-1996</title>,"
